Identifier	gene_name	GENE_NAME	type	biotypes	description	gc	Cluster
ENSMUSG00000022346	Myc	MYC	protein_coding	protein_coding	myelocytomatosis_oncogene_[Source:MGI_Symbol;Acc:MGI:97250]	0.5598	NA
ENSMUSG00000113255	AC123954.1	AC123954.1	protein_coding	protein_coding	NA	0.368	NA
ENSMUSG00000036123	Slc9a3	SLC9A3	protein_coding	protein_coding	"solute_carrier_family_9_(sodium/hydrogen_exchanger),_member_3_[Source:MGI_Symbol;Acc:MGI:105064]"	0.5267	NA
ENSMUSG00000091228	Gm20390	GM20390	protein_coding	protein_coding	predicted_gene_20390_[Source:MGI_Symbol;Acc:MGI:5141855]	0.5489	NA
ENSMUSG00000030752	Kdm8	KDM8	protein_coding	protein_coding	lysine_(K)-specific_demethylase_8_[Source:MGI_Symbol;Acc:MGI:1924285]	0.5504	NA
ENSMUSG00000058729	Lin9	LIN9	protein_coding	protein_coding	lin-9_homolog_(C._elegans)_[Source:MGI_Symbol;Acc:MGI:1919818]	0.4159	NA
ENSMUSG00000052812	Atad2b	ATAD2B	protein_coding	protein_coding	"ATPase_family,_AAA_domain_containing_2B_[Source:MGI_Symbol;Acc:MGI:2444798]"	0.4383	NA
ENSMUSG00000032105	Pdzd3	PDZD3	protein_coding	protein_coding	PDZ_domain_containing_3_[Source:MGI_Symbol;Acc:MGI:2429554]	0.5736	NA
ENSMUSG00000030431	Tmem238	TMEM238	protein_coding	protein_coding	transmembrane_protein_238_[Source:MGI_Symbol;Acc:MGI:1922935]	0.5945	NA
ENSMUSG00000001985	Grik3	GRIK3	protein_coding	protein_coding	"glutamate_receptor,_ionotropic,_kainate_3_[Source:MGI_Symbol;Acc:MGI:95816]"	0.5424	NA
ENSMUSG00000060073	Psma3	PSMA3	protein_coding	protein_coding	"proteasome_(prosome,_macropain)_subunit,_alpha_type_3_[Source:MGI_Symbol;Acc:MGI:104883]"	0.4271	NA
ENSMUSG00000055515	Vmn2r81	VMN2R81	protein_coding	protein_coding	"vomeronasal_2,_receptor_81_[Source:MGI_Symbol;Acc:MGI:2684056]"	0.3962	NA
ENSMUSG00000074968	Ano3	ANO3	protein_coding	protein_coding	anoctamin_3_[Source:MGI_Symbol;Acc:MGI:3613666]	0.4226	NA
ENSMUSG00000063430	Wscd2	WSCD2	protein_coding	protein_coding	WSC_domain_containing_2_[Source:MGI_Symbol;Acc:MGI:2445030]	0.5493	NA
ENSMUSG00000043226	Olfr1009	OLFR1009	protein_coding	protein_coding	olfactory_receptor_1009_[Source:MGI_Symbol;Acc:MGI:3030843]	0.4059	NA
ENSMUSG00000047619	Ddi1	DDI1	protein_coding	protein_coding	DNA-damage_inducible_1_[Source:MGI_Symbol;Acc:MGI:1919079]	0.411	NA
ENSMUSG00000003623	Crot	CROT	protein_coding	protein_coding	carnitine_O-octanoyltransferase_[Source:MGI_Symbol;Acc:MGI:1921364]	0.4481	NA
ENSMUSG00000017667	Zfp334	ZFP334	protein_coding	protein_coding	zinc_finger_protein_334_[Source:MGI_Symbol;Acc:MGI:2388656]	0.4943	NA
ENSMUSG00000049744	Arhgap15	ARHGAP15	protein_coding	protein_coding	Rho_GTPase_activating_protein_15_[Source:MGI_Symbol;Acc:MGI:1923367]	0.4043	NA
ENSMUSG00000056211	R3hdm1	R3HDM1	protein_coding	protein_coding	R3H_domain_containing_1_[Source:MGI_Symbol;Acc:MGI:2448514]	0.4146	NA
ENSMUSG00000112576	AC121805.2	AC121805.2	protein_coding	TEC	NA	0.4531	NA
ENSMUSG00000026185	Igfbp5	IGFBP5	protein_coding	protein_coding	insulin-like_growth_factor_binding_protein_5_[Source:MGI_Symbol;Acc:MGI:96440]	0.5034	NA
ENSMUSG00000028389	Zfp37	ZFP37	protein_coding	protein_coding	zinc_finger_protein_37_[Source:MGI_Symbol;Acc:MGI:99181]	0.4326	NA
ENSMUSG00000042331	Specc1	SPECC1	protein_coding	protein_coding	sperm_antigen_with_calponin_homology_and_coiled-coil_domains_1_[Source:MGI_Symbol;Acc:MGI:2442356]	0.5187	NA
ENSMUSG00000028307	Aldob	ALDOB	protein_coding	protein_coding	"aldolase_B,_fructose-bisphosphate_[Source:MGI_Symbol;Acc:MGI:87995]"	0.4849	NA
ENSMUSG00000115027	Vmn1r81	VMN1R81	protein_coding	protein_coding	vomeronasal_1_receptor_81_[Source:MGI_Symbol;Acc:MGI:2159648]	0.3827	NA
ENSMUSG00000047193	Dync2h1	DYNC2H1	protein_coding	protein_coding	dynein_cytoplasmic_2_heavy_chain_1_[Source:MGI_Symbol;Acc:MGI:107736]	0.4283	NA
ENSMUSG00000022357	Klhl38	KLHL38	protein_coding	protein_coding	kelch-like_38_[Source:MGI_Symbol;Acc:MGI:3045310]	0.5362	NA
ENSMUSG00000029228	Lnx1	LNX1	protein_coding	protein_coding	ligand_of_numb-protein_X_1_[Source:MGI_Symbol;Acc:MGI:1278335]	0.5214	NA
ENSMUSG00000015461	Atf6b	ATF6B	protein_coding	protein_coding	activating_transcription_factor_6_beta_[Source:MGI_Symbol;Acc:MGI:105121]	0.6163	NA
ENSMUSG00000039599	Fam149b	FAM149B	protein_coding	protein_coding	"family_with_sequence_similarity_149,_member_B_[Source:MGI_Symbol;Acc:MGI:2145567]"	0.5108	NA
ENSMUSG00000055809	Dnaaf3	DNAAF3	protein_coding	protein_coding	"dynein,_axonemal_assembly_factor_3_[Source:MGI_Symbol;Acc:MGI:3588207]"	0.5809	NA
ENSMUSG00000031828	Klhl36	KLHL36	protein_coding	protein_coding	kelch-like_36_[Source:MGI_Symbol;Acc:MGI:2385305]	0.6146	NA
ENSMUSG00000020910	Adprm	ADPRM	protein_coding	protein_coding	"ADP-ribose/CDP-alcohol_diphosphatase,_manganese_dependent_[Source:MGI_Symbol;Acc:MGI:1913608]"	0.4656	NA
ENSMUSG00000107720	Gm43946	GM43946	protein_coding	TEC	"predicted_gene,_43946_[Source:MGI_Symbol;Acc:MGI:5690338]"	0.3939	NA
ENSMUSG00000065999	Zfp985	ZFP985	protein_coding	protein_coding	zinc_finger_protein_985_[Source:MGI_Symbol;Acc:MGI:3651986]	0.4115	NA
ENSMUSG00000003435	Supt5	SUPT5	protein_coding	protein_coding	suppressor_of_Ty_5_[Source:MGI_Symbol;Acc:MGI:1202400]	0.5426	NA
ENSMUSG00000055978	Fut2	FUT2	protein_coding	protein_coding	fucosyltransferase_2_[Source:MGI_Symbol;Acc:MGI:109374]	0.523	NA
ENSMUSG00000028468	Rgp1	RGP1	protein_coding	protein_coding	RAB6A_GEF_compex_partner_1_[Source:MGI_Symbol;Acc:MGI:1915956]	0.5592	NA
ENSMUSG00000106262	Gm43375	GM43375	protein_coding	TEC	predicted_gene_43375_[Source:MGI_Symbol;Acc:MGI:5663512]	0.4484	NA
ENSMUSG00000053565	Eif3k	EIF3K	protein_coding	protein_coding	"eukaryotic_translation_initiation_factor_3,_subunit_K_[Source:MGI_Symbol;Acc:MGI:1921080]"	0.5423	NA
ENSMUSG00000002603	Tgfb1	TGFB1	protein_coding	protein_coding	"transforming_growth_factor,_beta_1_[Source:MGI_Symbol;Acc:MGI:98725]"	0.547	NA
ENSMUSG00000020181	Nav3	NAV3	protein_coding	protein_coding	neuron_navigator_3_[Source:MGI_Symbol;Acc:MGI:2183703]	0.4878	NA
ENSMUSG00000078620	Gm10964	GM10964	protein_coding	protein_coding	predicted_gene_10964_[Source:MGI_Symbol;Acc:MGI:3779175]	0.5167	NA
ENSMUSG00000096452	Ighv1-77	IGHV1-77	protein_coding	IG_V_gene	immunoglobulin_heavy_variable_1-77_[Source:MGI_Symbol;Acc:MGI:4439670]	0.5105	NA
ENSMUSG00000093898	Gm3629	GM3629	protein_coding	protein_coding	predicted_gene_3629_[Source:MGI_Symbol;Acc:MGI:3781805]	0.4043	NA
ENSMUSG00000104576	F830115B05Rik	F830115B05RIK	protein_coding	TEC	RIKEN_cDNA_F830115B05_gene_[Source:MGI_Symbol;Acc:MGI:3642056]	0.5063	NA
ENSMUSG00000037197	Rbm17	RBM17	protein_coding	protein_coding	RNA_binding_motif_protein_17_[Source:MGI_Symbol;Acc:MGI:1924188]	0.4637	NA
ENSMUSG00000036923	Stox1	STOX1	protein_coding	protein_coding	storkhead_box_1_[Source:MGI_Symbol;Acc:MGI:2684909]	0.4845	NA
ENSMUSG00000041870	Ankrd13a	ANKRD13A	protein_coding	protein_coding	ankyrin_repeat_domain_13a_[Source:MGI_Symbol;Acc:MGI:1915670]	0.5277	NA
ENSMUSG00000031021	Tmem9b	TMEM9B	protein_coding	protein_coding	"TMEM9_domain_family,_member_B_[Source:MGI_Symbol;Acc:MGI:1915254]"	0.5071	NA
ENSMUSG00000033174	Mgll	MGLL	protein_coding	protein_coding	monoglyceride_lipase_[Source:MGI_Symbol;Acc:MGI:1346042]	0.5638	NA
ENSMUSG00000114707	CT010486.2	CT010486.2	protein_coding	TEC	NA	0.4097	NA
ENSMUSG00000055409	Nell1	NELL1	protein_coding	protein_coding	NEL-like_1_[Source:MGI_Symbol;Acc:MGI:2443902]	0.5038	NA
ENSMUSG00000033594	Spata2l	SPATA2L	protein_coding	protein_coding	spermatogenesis_associated_2-like_[Source:MGI_Symbol;Acc:MGI:1926029]	0.6063	NA
ENSMUSG00000059824	Dbp	DBP	protein_coding	protein_coding	D_site_albumin_promoter_binding_protein_[Source:MGI_Symbol;Acc:MGI:94866]	0.5669	NA
ENSMUSG00000067229	Cyp2c66	CYP2C66	protein_coding	protein_coding	"cytochrome_P450,_family_2,_subfamily_c,_polypeptide_66_[Source:MGI_Symbol;Acc:MGI:1917138]"	0.4228	NA
ENSMUSG00000024949	Sf1	SF1	protein_coding	protein_coding	splicing_factor_1_[Source:MGI_Symbol;Acc:MGI:1095403]	0.5424	NA
ENSMUSG00000051335	Gfod1	GFOD1	protein_coding	protein_coding	glucose-fructose_oxidoreductase_domain_containing_1_[Source:MGI_Symbol;Acc:MGI:2145304]	0.4966	NA
ENSMUSG00000102749	Gm37598	GM37598	protein_coding	TEC	"predicted_gene,_37598_[Source:MGI_Symbol;Acc:MGI:5610826]"	0.3244	NA
ENSMUSG00000110986	Gm20276	GM20276	protein_coding	TEC	"predicted_gene,_20276_[Source:MGI_Symbol;Acc:MGI:5012461]"	0.3637	NA
ENSMUSG00000028635	Edn2	EDN2	protein_coding	protein_coding	endothelin_2_[Source:MGI_Symbol;Acc:MGI:95284]	0.5698	NA
ENSMUSG00000079427	Mthfsl	MTHFSL	protein_coding	protein_coding	"5,_10-methenyltetrahydrofolate_synthetase-like_[Source:MGI_Symbol;Acc:MGI:3780550]"	0.4667	NA
ENSMUSG00000009566	Fpgs	FPGS	protein_coding	protein_coding	folylpolyglutamyl_synthetase_[Source:MGI_Symbol;Acc:MGI:95576]	0.5708	NA
ENSMUSG00000111934	AC115891.2	AC115891.2	protein_coding	TEC	NA	0.4907	NA
ENSMUSG00000027550	Lrrcc1	LRRCC1	protein_coding	protein_coding	leucine_rich_repeat_and_coiled-coil_domain_containing_1_[Source:MGI_Symbol;Acc:MGI:1918960]	0.3932	NA
ENSMUSG00000029636	Wasf3	WASF3	protein_coding	protein_coding	"WAS_protein_family,_member_3_[Source:MGI_Symbol;Acc:MGI:2658986]"	0.5017	NA
ENSMUSG00000034269	Setd5	SETD5	protein_coding	protein_coding	SET_domain_containing_5_[Source:MGI_Symbol;Acc:MGI:1920145]	0.4592	NA
ENSMUSG00000048217	Nags	NAGS	protein_coding	protein_coding	N-acetylglutamate_synthase_[Source:MGI_Symbol;Acc:MGI:2387600]	0.5901	NA
ENSMUSG00000070661	Rnf186	RNF186	protein_coding	protein_coding	ring_finger_protein_186_[Source:MGI_Symbol;Acc:MGI:1914075]	0.5693	NA
ENSMUSG00000091387	Gcnt4	GCNT4	protein_coding	protein_coding	"glucosaminyl_(N-acetyl)_transferase_4,_core_2_(beta-1,6-N-acetylglucosaminyltransferase)_[Source:MGI_Symbol;Acc:MGI:2684919]"	0.459	NA
ENSMUSG00000022052	Ppp2r2a	PPP2R2A	protein_coding	protein_coding	"protein_phosphatase_2,_regulatory_subunit_B,_alpha_[Source:MGI_Symbol;Acc:MGI:1919228]"	0.4269	NA
ENSMUSG00000072423	Psmb11	PSMB11	protein_coding	protein_coding	"proteasome_(prosome,_macropain)_subunit,_beta_type,_11_[Source:MGI_Symbol;Acc:MGI:1921152]"	0.5293	NA
ENSMUSG00000095831	Olfr453	OLFR453	protein_coding	protein_coding	olfactory_receptor_453_[Source:MGI_Symbol;Acc:MGI:3030287]	0.4527	NA
ENSMUSG00000001482	Def8	DEF8	protein_coding	protein_coding	differentially_expressed_in_FDCP_8_[Source:MGI_Symbol;Acc:MGI:1346331]	0.5598	NA
ENSMUSG00000035828	Pim3	PIM3	protein_coding	protein_coding	proviral_integration_site_3_[Source:MGI_Symbol;Acc:MGI:1355297]	0.6201	NA
ENSMUSG00000055368	Slc6a2	SLC6A2	protein_coding	protein_coding	"solute_carrier_family_6_(neurotransmitter_transporter,_noradrenalin),_member_2_[Source:MGI_Symbol;Acc:MGI:1270850]"	0.5002	NA
ENSMUSG00000007457	2310003L06Rik	2310003L06RIK	protein_coding	protein_coding	RIKEN_cDNA_2310003L06_gene_[Source:MGI_Symbol;Acc:MGI:1921498]	0.3862	NA
ENSMUSG00000030188	Magohb	MAGOHB	protein_coding	protein_coding	"mago_homolog_B,_exon_junction_complex_core_component_[Source:MGI_Symbol;Acc:MGI:1913691]"	0.394	NA
ENSMUSG00000025408	Ddit3	DDIT3	protein_coding	protein_coding	DNA-damage_inducible_transcript_3_[Source:MGI_Symbol;Acc:MGI:109247]	0.5233	NA
ENSMUSG00000024012	Mtch1	MTCH1	protein_coding	protein_coding	mitochondrial_carrier_1_[Source:MGI_Symbol;Acc:MGI:1929261]	0.5642	NA
ENSMUSG00000055612	Cdca7	CDCA7	protein_coding	protein_coding	cell_division_cycle_associated_7_[Source:MGI_Symbol;Acc:MGI:1914203]	0.5077	NA
ENSMUSG00000027339	Rassf2	RASSF2	protein_coding	protein_coding	Ras_association_(RalGDS/AF-6)_domain_family_member_2_[Source:MGI_Symbol;Acc:MGI:2442060]	0.5231	NA
ENSMUSG00000073979	Olfr547	OLFR547	protein_coding	protein_coding	olfactory_receptor_547_[Source:MGI_Symbol;Acc:MGI:3030381]	0.469	NA
ENSMUSG00000054679	Srsf12	SRSF12	protein_coding	protein_coding	serine/arginine-rich_splicing_factor_12_[Source:MGI_Symbol;Acc:MGI:2661424]	0.501	NA
ENSMUSG00000031803	B3gnt3	B3GNT3	protein_coding	protein_coding	"UDP-GlcNAc:betaGal_beta-1,3-N-acetylglucosaminyltransferase_3_[Source:MGI_Symbol;Acc:MGI:2152535]"	0.5421	NA
ENSMUSG00000023456	Tpi1	TPI1	protein_coding	protein_coding	triosephosphate_isomerase_1_[Source:MGI_Symbol;Acc:MGI:98797]	0.5463	NA
ENSMUSG00000095941	Gm21964	GM21964	protein_coding	protein_coding	"predicted_gene,_21964_[Source:MGI_Symbol;Acc:MGI:5439433]"	0.5381	NA
ENSMUSG00000029161	Cgref1	CGREF1	protein_coding	protein_coding	cell_growth_regulator_with_EF_hand_domain_1_[Source:MGI_Symbol;Acc:MGI:1915817]	0.5349	NA
ENSMUSG00000075208	Olfr1019	OLFR1019	protein_coding	protein_coding	olfactory_receptor_1019_[Source:MGI_Symbol;Acc:MGI:3030853]	0.4189	NA
ENSMUSG00000048015	Neurod4	NEUROD4	protein_coding	protein_coding	neurogenic_differentiation_4_[Source:MGI_Symbol;Acc:MGI:108055]	0.38	NA
ENSMUSG00000020475	Pgam2	PGAM2	protein_coding	protein_coding	phosphoglycerate_mutase_2_[Source:MGI_Symbol;Acc:MGI:1933118]	0.569	NA
ENSMUSG00000075081	Olfr1247	OLFR1247	protein_coding	protein_coding	olfactory_receptor_1247_[Source:MGI_Symbol;Acc:MGI:3031081]	0.3851	NA
ENSMUSG00000060030	Olfr317	OLFR317	protein_coding	protein_coding	olfactory_receptor_317_[Source:MGI_Symbol;Acc:MGI:3030151]	0.5313	NA
ENSMUSG00000021111	Papola	PAPOLA	protein_coding	protein_coding	poly_(A)_polymerase_alpha_[Source:MGI_Symbol;Acc:MGI:109301]	0.437	NA
ENSMUSG00000006442	Srm	SRM	protein_coding	protein_coding	spermidine_synthase_[Source:MGI_Symbol;Acc:MGI:102690]	0.5847	NA
ENSMUSG00000047026	Acsm4	ACSM4	protein_coding	protein_coding	acyl-CoA_synthetase_medium-chain_family_member_4_[Source:MGI_Symbol;Acc:MGI:2681844]	0.4875	NA
ENSMUSG00000103366	C630004L07Rik	C630004L07RIK	protein_coding	TEC	RIKEN_cDNA_C630004L07_gene_[Source:MGI_Symbol;Acc:MGI:3641643]	0.5083	NA
ENSMUSG00000079808	AC168977.1	AC168977.1	protein_coding	protein_coding	NA	0.4969	NA
ENSMUSG00000025986	Slc39a10	SLC39A10	protein_coding	protein_coding	"solute_carrier_family_39_(zinc_transporter),_member_10_[Source:MGI_Symbol;Acc:MGI:1914515]"	0.4275	NA
ENSMUSG00000039391	Ccdc81	CCDC81	protein_coding	protein_coding	coiled-coil_domain_containing_81_[Source:MGI_Symbol;Acc:MGI:1918134]	0.4849	NA
ENSMUSG00000107595	Gm44441	GM44441	protein_coding	TEC	"predicted_gene,_44441_[Source:MGI_Symbol;Acc:MGI:5690833]"	0.377	NA
ENSMUSG00000071679	Rtl4	RTL4	protein_coding	protein_coding	retrotransposon_Gag_like_4_[Source:MGI_Symbol;Acc:MGI:3588192]	0.4104	NA
ENSMUSG00000028245	Nsmaf	NSMAF	protein_coding	protein_coding	neutral_sphingomyelinase_(N-SMase)_activation_associated_factor_[Source:MGI_Symbol;Acc:MGI:1341864]	0.4645	NA
ENSMUSG00000020180	Snrpd3	SNRPD3	protein_coding	protein_coding	small_nuclear_ribonucleoprotein_D3_[Source:MGI_Symbol;Acc:MGI:1914582]	0.4823	NA
ENSMUSG00000103163	Gm38146	GM38146	protein_coding	TEC	"predicted_gene,_38146_[Source:MGI_Symbol;Acc:MGI:5611374]"	0.3813	NA
ENSMUSG00000034192	Lsm3	LSM3	protein_coding	protein_coding	"LSM3_homolog,_U6_small_nuclear_RNA_and_mRNA_degradation_associated_[Source:MGI_Symbol;Acc:MGI:1914928]"	0.4549	NA
ENSMUSG00000108024	Gm43912	GM43912	protein_coding	TEC	"predicted_gene,_43912_[Source:MGI_Symbol;Acc:MGI:5690304]"	0.5353	NA
ENSMUSG00000022101	Fgf17	FGF17	protein_coding	protein_coding	fibroblast_growth_factor_17_[Source:MGI_Symbol;Acc:MGI:1202401]	0.5934	NA
ENSMUSG00000055670	Zzef1	ZZEF1	protein_coding	protein_coding	"zinc_finger,_ZZ-type_with_EF_hand_domain_1_[Source:MGI_Symbol;Acc:MGI:2444286]"	0.5005	NA
ENSMUSG00000047502	Mroh7	MROH7	protein_coding	protein_coding	maestro_heat-like_repeat_family_member_7_[Source:MGI_Symbol;Acc:MGI:2685873]	0.5573	NA
ENSMUSG00000040258	Nxph4	NXPH4	protein_coding	protein_coding	neurexophilin_4_[Source:MGI_Symbol;Acc:MGI:1336197]	0.6137	NA
ENSMUSG00000024053	Emilin2	EMILIN2	protein_coding	protein_coding	elastin_microfibril_interfacer_2_[Source:MGI_Symbol;Acc:MGI:2389136]	0.5637	NA
ENSMUSG00000033658	Ddx19b	DDX19B	protein_coding	protein_coding	DEAD_(Asp-Glu-Ala-Asp)_box_polypeptide_19b_[Source:MGI_Symbol;Acc:MGI:2148251]	0.4846	NA
ENSMUSG00000101337	Dnah7c	DNAH7C	protein_coding	protein_coding	"dynein,_axonemal,_heavy_chain_7C_[Source:MGI_Symbol;Acc:MGI:3639762]"	0.4362	NA
ENSMUSG00000025911	Adhfe1	ADHFE1	protein_coding	protein_coding	"alcohol_dehydrogenase,_iron_containing,_1_[Source:MGI_Symbol;Acc:MGI:1923437]"	0.4683	NA
ENSMUSG00000106265	Gm42490	GM42490	protein_coding	TEC	predicted_gene_42490_[Source:MGI_Symbol;Acc:MGI:5662627]	0.3842	NA
ENSMUSG00000005994	Tyrp1	TYRP1	protein_coding	protein_coding	tyrosinase-related_protein_1_[Source:MGI_Symbol;Acc:MGI:98881]	0.4708	NA
ENSMUSG00000056515	Rab31	RAB31	protein_coding	protein_coding	"RAB31,_member_RAS_oncogene_family_[Source:MGI_Symbol;Acc:MGI:1914603]"	0.494	NA
ENSMUSG00000105740	Gm42685	GM42685	protein_coding	TEC	predicted_gene_42685_[Source:MGI_Symbol;Acc:MGI:5662822]	0.3707	NA
ENSMUSG00000031392	Irak1	IRAK1	protein_coding	protein_coding	interleukin-1_receptor-associated_kinase_1_[Source:MGI_Symbol;Acc:MGI:107420]	0.5667	NA
ENSMUSG00000095961	Vmn2r102	VMN2R102	protein_coding	protein_coding	"vomeronasal_2,_receptor_102_[Source:MGI_Symbol;Acc:MGI:3647786]"	0.3932	NA
ENSMUSG00000079396	Gm3411	GM3411	protein_coding	protein_coding	predicted_gene_3411_[Source:MGI_Symbol;Acc:MGI:3781589]	0.4018	NA
ENSMUSG00000009207	Lnpk	LNPK	protein_coding	protein_coding	"lunapark,_ER_junction_formation_factor_[Source:MGI_Symbol;Acc:MGI:1918115]"	0.3913	NA
ENSMUSG00000096014	Sox1	SOX1	protein_coding	protein_coding	SRY_(sex_determining_region_Y)-box_1_[Source:MGI_Symbol;Acc:MGI:98357]	0.5689	NA
ENSMUSG00000070298	Trcg1	TRCG1	protein_coding	protein_coding	taste_receptor_cell_gene_1_[Source:MGI_Symbol;Acc:MGI:3576664]	0.5428	NA
ENSMUSG00000051111	Sv2c	SV2C	protein_coding	protein_coding	synaptic_vesicle_glycoprotein_2c_[Source:MGI_Symbol;Acc:MGI:1922459]	0.5026	NA
ENSMUSG00000105929	Gm43693	GM43693	protein_coding	TEC	predicted_gene_43693_[Source:MGI_Symbol;Acc:MGI:5663830]	0.4588	NA
ENSMUSG00000078698	Mrgpra3	MRGPRA3	protein_coding	protein_coding	"MAS-related_GPR,_member_A3_[Source:MGI_Symbol;Acc:MGI:2684085]"	0.4664	NA
ENSMUSG00000038344	Txlng	TXLNG	protein_coding	protein_coding	taxilin_gamma_[Source:MGI_Symbol;Acc:MGI:3590652]	0.432	NA
ENSMUSG00000044835	Ankrd45	ANKRD45	protein_coding	protein_coding	ankyrin_repeat_domain_45_[Source:MGI_Symbol;Acc:MGI:1921094]	0.4775	NA
ENSMUSG00000020286	1700093K21Rik	1700093K21RIK	protein_coding	protein_coding	RIKEN_cDNA_1700093K21_gene_[Source:MGI_Symbol;Acc:MGI:1914608]	0.4683	NA
ENSMUSG00000103343	Gm37052	GM37052	protein_coding	TEC	"predicted_gene,_37052_[Source:MGI_Symbol;Acc:MGI:5610280]"	0.3883	NA
ENSMUSG00000033542	Arhgef5	ARHGEF5	protein_coding	protein_coding	Rho_guanine_nucleotide_exchange_factor_(GEF)_5_[Source:MGI_Symbol;Acc:MGI:1858952]	0.482	NA
ENSMUSG00000026159	Agfg1	AGFG1	protein_coding	protein_coding	ArfGAP_with_FG_repeats_1_[Source:MGI_Symbol;Acc:MGI:1333754]	0.4656	NA
ENSMUSG00000042210	Abhd14a	ABHD14A	protein_coding	protein_coding	abhydrolase_domain_containing_14A_[Source:MGI_Symbol;Acc:MGI:1915894]	0.5558	NA
ENSMUSG00000115021	Vmn1r173	VMN1R173	protein_coding	protein_coding	vomeronasal_1_receptor_173_[Source:MGI_Symbol;Acc:MGI:3645760]	0.3998	NA
ENSMUSG00000040569	Slc26a7	SLC26A7	protein_coding	protein_coding	"solute_carrier_family_26,_member_7_[Source:MGI_Symbol;Acc:MGI:2384791]"	0.4462	NA
ENSMUSG00000041353	Tmem29	TMEM29	protein_coding	protein_coding	transmembrane_protein_29_[Source:MGI_Symbol;Acc:MGI:1923420]	0.4384	NA
ENSMUSG00000009090	Ap1b1	AP1B1	protein_coding	protein_coding	"adaptor_protein_complex_AP-1,_beta_1_subunit_[Source:MGI_Symbol;Acc:MGI:1096368]"	0.5357	NA
ENSMUSG00000039236	Isg20	ISG20	protein_coding	protein_coding	interferon-stimulated_protein_[Source:MGI_Symbol;Acc:MGI:1928895]	0.5682	NA
ENSMUSG00000001168	Oas1h	OAS1H	protein_coding	protein_coding	2'-5'_oligoadenylate_synthetase_1H_[Source:MGI_Symbol;Acc:MGI:2180853]	0.4991	NA
ENSMUSG00000036580	Spg20	SPG20	protein_coding	protein_coding	"spastic_paraplegia_20,_spartin_(Troyer_syndrome)_homolog_(human)_[Source:MGI_Symbol;Acc:MGI:2139806]"	0.4964	NA
ENSMUSG00000030604	Zfp626	ZFP626	protein_coding	protein_coding	zinc_finger_protein_626_[Source:MGI_Symbol;Acc:MGI:1918413]	0.4212	NA
ENSMUSG00000044528	Tram1l1	TRAM1L1	protein_coding	protein_coding	translocation_associated_membrane_protein_1-like_1_[Source:MGI_Symbol;Acc:MGI:2443503]	0.4361	NA
ENSMUSG00000030701	Plekhb1	PLEKHB1	protein_coding	protein_coding	"pleckstrin_homology_domain_containing,_family_B_(evectins)_member_1_[Source:MGI_Symbol;Acc:MGI:1351469]"	0.546	NA
ENSMUSG00000025204	Ndufb8	NDUFB8	protein_coding	protein_coding	NADH_dehydrogenase_(ubiquinone)_1_beta_subcomplex_8_[Source:MGI_Symbol;Acc:MGI:1914514]	0.5507	NA
ENSMUSG00000048173	Olfr1324	OLFR1324	protein_coding	protein_coding	olfactory_receptor_1324_[Source:MGI_Symbol;Acc:MGI:3031158]	0.4332	NA
ENSMUSG00000024223	Armc12	ARMC12	protein_coding	protein_coding	armadillo_repeat_containing_12_[Source:MGI_Symbol;Acc:MGI:1914895]	0.5402	NA
ENSMUSG00000103034	Gm8797	GM8797	protein_coding	protein_coding	predicted_pseudogene_8797_[Source:MGI_Symbol;Acc:MGI:3643769]	0.4857	NA
ENSMUSG00000011034	Slc5a1	SLC5A1	protein_coding	protein_coding	"solute_carrier_family_5_(sodium/glucose_cotransporter),_member_1_[Source:MGI_Symbol;Acc:MGI:107678]"	0.4781	NA
ENSMUSG00000031357	Syap1	SYAP1	protein_coding	protein_coding	synapse_associated_protein_1_[Source:MGI_Symbol;Acc:MGI:1914293]	0.4384	NA
ENSMUSG00000097854	Gm26602	GM26602	protein_coding	protein_coding	"predicted_gene,_26602_[Source:MGI_Symbol;Acc:MGI:5477096]"	0.5719	NA
ENSMUSG00000034880	Mrpl34	MRPL34	protein_coding	protein_coding	mitochondrial_ribosomal_protein_L34_[Source:MGI_Symbol;Acc:MGI:2137227]	0.5832	NA
ENSMUSG00000111842	AC163623.1	AC163623.1	protein_coding	protein_coding	NA	0.6217	NA
ENSMUSG00000068794	Col28a1	COL28A1	protein_coding	protein_coding	"collagen,_type_XXVIII,_alpha_1_[Source:MGI_Symbol;Acc:MGI:2685312]"	0.4725	NA
ENSMUSG00000073963	Olfr572	OLFR572	protein_coding	protein_coding	olfactory_receptor_572_[Source:MGI_Symbol;Acc:MGI:3030406]	0.4398	NA
ENSMUSG00000033429	Mcee	MCEE	protein_coding	protein_coding	methylmalonyl_CoA_epimerase_[Source:MGI_Symbol;Acc:MGI:1920974]	0.5083	NA
ENSMUSG00000031824	6430548M08Rik	6430548M08RIK	protein_coding	protein_coding	RIKEN_cDNA_6430548M08_gene_[Source:MGI_Symbol;Acc:MGI:2443793]	0.5573	NA
ENSMUSG00000021719	Rgs7bp	RGS7BP	protein_coding	protein_coding	regulator_of_G-protein_signalling_7_binding_protein_[Source:MGI_Symbol;Acc:MGI:106334]	0.4262	NA
